0,401
0,913
0,787
0,613
0,709
0,824
0,169
0,265
0,970
0,236
0,606
1,720
1,594
1,261
1,330
1,253
2,272
2,865
2,35
2,436
2,486
2,89
2,189
2,207
2,543
3,326
3,454
3,391
3,615
3,967
3,9
3,649
3,139
3,333
3,111
3,56
3,760
3,699
3,510
4,721
4,322
4,85
4,458
4,203
4,94
5,656
5,118
5,169
6,562
6,738
6,263
6,890
6,28
7,688
7,802
7,739
7,52
7,645
8,704
8,195
8,580
8,708
8,806
8,584
8,153
8,26
8,572
8,732
8,525
9,659
9,819
9,868
9,309
9,890
9,222
9,319
9,495
10,224
10,305
10,711
10,587
10,364
10,158
10,591
10,911
11,785
11,569
11,586
11,650
11,589
12,451
12,934
12,423
12,521
12,939
12,748
12,686
12,368
12,529
12,20
12,726
12,476
12,159
13,195
13,757
13,263
13,839
13,266
13,762
13,589
13,174
13,254
13,686
13,287
14,771
14,532
14,614
14,795
14,971
15,64
15,725
15,39
15,615
15,589
15,653
16,241
16,164
16,229
16,214
16,426
16,682
16,573
16,318
17,752
17,785
17,678
17,265
17,43
17,92
17,653
17,591
18,704
18,402
18,180
18,900
18,948
18,187
18,827
18,365
18,991
19,257
19,612
19,741
19,262
19,935
19,584
19,873
19,587
19,683
19,876
19,141
19,781
19,814
19,273
19,817
19,179
19,692
19,310
19,569
19,61
19,351
20,976
20,883
20,694
20,136
20,360
20,905
20,459
20,124
20,524
20,732
20,221
21,369
21,966
21,536
21,42
21,44
21,764
21,831
22,32
22,432
22,689
22,498
22,627
22,517
22,661
22,759
22,346
22,637
22,31
23,196
23,551
23,871
23,187
23,573
23,863
24,592
24,848
24,449
24,961
24,213
24,341
24,744
24,253
24,111
24,191
25,448
25,578
25,839
25,778
25,267
25,781
25,877
25,110
25,303
25,496
25,661
25,885
25,950
25,413
26,801
26,961
26,100
26,296
26,41
26,841
26,141
26,81
26,114
26,786
26,723
26,376
26,218
26,479
27,673
27,83
27,211
27,356
27,757
27,598
27,216
27,155
27,29
27,271
28,129
28,993
28,642
28,227
28,707
28,870
28,135
28,615
28,267
28,747
28,204
28,909
28,430
28,47
28,146
28,498
28,473
28,477
29,707
29,232
30,208
30,403
30,723
30,340
30,343
30,265
30,926
30,639
30,767
31,128
31,353
31,291
31,967
31,584
31,715
31,816
31,597
31,726
31,378
31,315
31,987
31,574
32,563
32,549
32,661
32,890
32,988
33,897
33,194
33,312
33,712
33,872
33,729
33,970
33,155
33,764
33,157
34,321
34,279
34,648
34,666
34,842
34,364
34,237
34,367
34,415
34,479
35,374
35,615
35,857
35,270
35,927
36,147
36,292
36,293
36,853
36,151
36,72
36,920
36,537
36,858
36,954
37,498
37,707
37,964
37,871
37,328
37,585
37,378
37,796
37,511
38,224
38,304
38,962
38,231
38,600
38,185
38,783
39,561
39,675
39,617
39,604
40,803
40,132
40,519
40,585
40,302
40,403
40,406
40,728
40,824
40,889
40,602
40,795
40,415
41,144
41,512
41,915
41,340
41,234
41,314
41,766
41,239
42,195
42,805
42,233
42,431
42,530
42,883
42,761
42,122
42,634
42,507
42,539
42,540
42,574
42,415
43,468
43,597
43,328
43,794
43,251
43,77
43,621
43,701
43,94
43,943
44,448
44,675
44,690
44,978
44,212
44,183
44,535
44,537
44,729
44,730
44,283
44,605
44,223
45,323
45,228
45,69
45,134
45,552
45,459
45,652
45,750
45,335
45,144
45,435
45,308
45,472
45,249
45,765
46,704
46,741
46,776
46,139
46,236
46,556
46,588
46,557
46,559
46,368
46,496
46,209
46,54
47,615
47,137
47,139
47,525
47,430
47,976
47,881
47,147
47,248
47,377
47,474
47,506
47,540
47,157
47,253
48,870
48,103
48,969
48,266
48,938
48,235
48,363
48,974
48,80
48,435
48,566
48,408
48,504
48,217
48,570
48,859
48,284
48,478
49,470
49,630
49,838
49,824
49,810
49,875
49,891
49,94
49,287
49,815
50,211
50,899
50,629
50,488
50,904
50,347
50,95
50,367
51,592
51,898
51,916
51,350
51,462
51,335
52,352
52,818
52,83
52,307
52,452
52,472
52,872
52,393
53,129
53,593
53,546
53,151
53,535
53,840
53,57
53,105
53,201
53,205
53,413
54,896
54,928
54,83
54,515
54,916
54,341
54,551
54,377
54,395
54,443
54,238
55,816
55,849
55,181
55,245
55,391
55,409
55,252
55,205
55,349
55,94
55,959
56,675
56,998
56,938
56,460
56,561
56,434
56,211
56,563
56,883
56,660
56,470
56,219
56,61
57,80
57,176
57,706
57,978
57,452
57,199
57,473
57,860
57,669
57,575
58,386
58,564
58,85
58,344
58,330
58,970
58,603
58,190
58,207
59,240
59,113
59,273
59,897
59,530
59,457
59,617
59,239
60,608
60,514
60,516
60,772
60,647
60,969
60,74
60,347
60,379
60,476
60,540
61,100
61,132
61,324
61,104
61,649
61,745
61,428
61,816
61,81
61,696
61,826
61,350
62,864
62,912
62,371
62,595
62,342
62,358
62,422
62,729
62,925
62,622
63,94
63,974
64,514
64,931
64,900
64,776
64,555
64,397
64,367
64,81
64,122
64,539
64,284
64,478
65,608
65,146
65,370
65,466
65,722
65,675
65,165
65,182
65,104
65,681
65,507
65,463
66,634
66,188
66,444
66,942
67,578
67,165
67,549
67,519
67,711
67,967
67,783
67,626
67,467
67,819
67,692
67,693
67,633
67,186
67,507
67,734
68,370
68,212
68,165
68,966
68,905
68,76
68,701
68,781
69,338
69,626
69,722
69,770
69,932
69,358
69,295
69,859
69,188
69,286
70,592
70,912
70,549
70,683
70,605
71,448
71,370
71,402
71,482
71,790
71,127
72,658
72,227
72,372
72,533
72,342
72,614
73,656
73,273
73,181
73,583
73,760
73,909
73,654
73,702
73,191
74,947
74,870
74,887
74,249
74,362
74,666
74,972
75,625
75,450
75,149
75,661
75,518
75,119
75,505
75,426
75,778
75,781
76,660
76,996
76,117
76,197
76,837
76,760
76,745
76,857
76,638
77,720
77,530
77,836
77,133
77,694
77,886
77,872
77,90
77,762
77,703
78,768
78,992
78,425
78,523
78,221
78,351
79,81
79,338
79,486
79,938
79,940
79,461
79,495
80,427
80,782
80,401
80,882
80,308
80,151
80,311
80,603
80,923
80,828
80,542
80,863
81,112
81,816
81,97
81,948
81,279
81,127
81,799
82,288
82,352
82,785
82,564
82,646
82,710
82,238
83,288
83,273
83,722
83,802
83,454
84,802
84,947
84,484
84,456
84,984
84,426
84,891
85,930
85,310
85,521
85,665
85,331
85,973
