0,267
1,738
1,485
1,490
2,228
2,877
3,787
3,969
3,204
4,928
4,842
5,548
5,457
6,304
7,548
7,236
8,26
8,575
9,384
9,546
9,667
9,877
10,795
10,509
11,470
11,118
11,409
12,449
12,775
12,394
13,636
13,285
14,77
14,815
15,822
15,937
16,385
16,905
17,658
17,786
17,741
17,90
18,560
18,134
18,686
19,561
19,548
20,886
20,127
21,995
21,469
22,735
23,346
24,802
24,873
25,433
26,358
26,669
26,575
27,694
28,193
28,50
28,347
29,499
29,454
29,973
30,449
31,117
32,572
33,971
34,851
34,837
34,407
34,495
35,867
35,951
35,136
35,383
36,928
36,39
37,570
38,150
40,456
41,227
41,853
41,216
42,624
42,872
42,139
43,536
43,255
43,831
44,71
44,601
44,811
45,704
45,482
46,122
46,221
47,289
47,466
48,275
48,516
48,202
49,208
49,288
51,690
52,935
53,200
53,58
54,238
55,530
55,74
55,317
55,239
56,825
56,861
57,892
58,338
58,684
59,327
59,824
60,634
60,701
61,874
62,740
62,441
63,645
63,620
64,874
65,807
66,553
66,350
67,102
67,606
68,896
69,915
69,440
69,840
70,246
70,778
70,284
70,303
72,724
72,655
73,752
73,584
73,714
74,130
74,262
74,187
75,923
75,574
76,290
76,564
76,587
76,828
77,240
78,880
78,405
79,577
79,789
80,531
80,234
80,398
81,540
82,741
82,838
82,570
82,906
83,424
84,298
85,873
86,230
87,497
87,772
88,197
89,548
89,219
90,786
90,940
91,736
91,469
92,623
93,958
94,213
94,844
95,429
96,626
96,665
97,904
97,331
98,755
99,368
99,897
99,423
99,328
100,710
100,955
101,467
101,629
101,555
103,238
104,180
105,517
105,442
106,436
106,646
106,888
106,301
107,883
107,463
108,870
108,920
109,417
110,963
110,500
110,589
110,606
111,629
112,263
112,253
113,743
113,457
114,816
114,284
115,383
116,553
117,801
117,604
119,435
119,827
120,140
121,471
121,952
122,133
123,161
123,818
123,770
123,158
124,758
124,890
124,413
125,221
125,397
125,910
125,782
125,990
125,975
126,247
126,953
126,333
128,405
128,309
128,152
128,874
129,435
129,661
130,503
130,169
131,981
131,824
132,988
133,557
134,676
135,312
135,328
137,305
137,535
137,351
138,249
138,447
139,179
139,503
139,872
139,910
140,903
141,951
141,189
142,213
143,853
143,917
143,415
144,588
144,687
145,812
146,455
147,826
148,562
149,421
150,746
150,302
151,294
152,874
153,921
153,201
153,702
154,952
155,241
155,548
156,171
157,660
159,756
159,430
160,452
160,809
161,770
161,502
162,406
162,429
163,752
164,673
164,639
165,824
165,218
166,733
167,333
168,664
169,372
170,895
171,279
172,948
172,245
172,726
172,956
172,927
173,987
173,207
174,734
175,513
175,729
176,219
177,416
177,337
177,472
177,558
178,800
178,192
179,229
179,503
179,745
179,910
180,408
181,712
182,950
182,518
182,295
183,982
183,862
184,410
185,694
186,887
187,402
187,412
188,690
190,432
190,655
191,742
192,800
192,585
194,978
194,887
195,830
196,781
197,953
198,935
198,857
199,513
200,961
200,502
202,274
202,556
203,219
204,981
205,347
206,619
207,294
208,283
208,652
208,733
209,616
209,696
209,762
209,460
210,268
211,736
211,509
211,767
212,320
212,343
213,515
213,936
213,953
213,265
213,844
214,916
215,999
216,853
216,374
216,607
217,465
217,819
217,924
219,222
220,548
220,664
221,427
223,881
223,581
223,248
223,603
224,659
224,923
225,391
226,795
227,275
227,843
228,707
228,877
230,333
230,430
231,329
232,690
232,254
233,681
233,798
234,295
234,269
235,614
236,381
237,840
238,873
238,523
240,811
241,526
242,391
243,522
244,516
245,912
245,803
246,284
246,303
247,344
247,333
248,759
249,766
249,494
250,548
250,568
250,783
251,976
251,978
252,567
252,312
253,885
253,776
253,985
253,313
253,287
255,306
255,813
255,429
256,442
257,551
257,300
258,321
258,531
258,805
258,297
258,509
259,978
259,979
260,523
261,902
261,345
261,925
261,638
262,894
264,596
264,567
266,369
266,283
267,541
268,456
270,339
271,657
272,994
272,951
272,863
273,613
273,903
274,406
274,799
275,323
275,697
276,529
277,325
278,723
278,378
279,318
279,703
280,305
280,497
280,307
281,737
281,594
282,889
283,369
283,470
283,983
283,445
284,922
285,291
285,677
285,636
286,900
286,884
289,761
290,426
291,657
291,370
291,443
292,829
293,374
294,387
295,950
296,626
296,340
297,554
297,509
298,648
298,665
299,812
300,880
301,934
301,559
304,405
304,822
304,744
305,666
306,371
306,326
308,772
310,789
310,844
310,861
311,795
312,842
313,776
313,719
314,463
315,697
316,637
316,814
317,672
317,668
318,933
318,826
318,830
318,703
319,694
319,569
320,901
321,680
322,425
322,876
323,390
323,473
323,476
324,669
325,768
325,860
326,371
326,358
326,935
327,533
328,352
329,699
330,720
330,914
330,404
331,930
331,415
332,941
333,953
333,430
334,477
335,532
336,667
337,418
337,371
338,712
338,478
339,673
339,724
340,522
341,802
341,450
342,616
343,725
343,906
345,573
345,542
345,958
346,692
347,769
347,951
347,903
347,459
348,612
348,522
349,764
350,671
351,834
351,365
353,954
354,785
354,949
355,587
355,540
356,433
356,919
357,698
359,416
359,493
360,386
361,789
362,929
363,804
363,985
363,713
364,802
365,435
365,931
365,715
366,764
367,514
367,798
369,608
369,817
369,967
370,657
370,433
371,609
373,901
373,733
375,558
376,500
376,534
376,380
377,741
379,468
379,550
380,764
382,774
382,685
384,667
385,462
386,663
386,975
387,692
387,846
388,740
388,441
389,659
389,807
389,408
390,486
390,473
391,908
392,798
393,979
394,771
394,731
395,527
396,523
397,910
397,975
399,625
400,817
401,946
401,730
402,875
403,891
403,940
404,899
404,679
404,508
405,868
407,851
407,665
410,706
410,455
410,600
411,748
413,890
414,868
415,800
415,930
416,514
417,560
417,777
419,432
419,808
420,820
420,921
420,555
421,965
421,746
422,911
424,704
428,548
428,600
429,809
429,813
430,596
430,617
430,953
430,959
431,647
433,657
433,849
433,578
434,594
434,676
437,689
437,582
438,625
438,984
438,842
439,453
439,952
439,826
439,845
439,879
439,719
441,740
441,886
442,517
442,623
444,508
446,603
447,939
448,801
448,873
449,952
449,491
451,452
451,681
451,586
453,719
456,635
456,989
457,742
457,743
458,564
459,903
459,762
460,597
460,572
461,578
461,668
462,769
462,484
463,950
463,957
464,784
464,715
465,696
466,855
467,555
470,620
474,626
475,721
477,708
477,892
478,479
479,517
480,695
481,639
482,525
483,881
483,807
484,769
486,996
487,528
487,773
487,837
487,602
487,604
487,991
488,756
489,569
490,579
490,565
492,598
492,791
494,833
494,632
494,589
494,766
496,613
498,738
498,938
499,964
501,635
501,670
502,961
502,770
504,628
504,776
505,836
506,796
507,678
507,999
509,805
509,767
510,691
510,842
511,937
512,593
512,515
513,737
513,793
516,774
516,615
517,662
519,544
519,917
520,927
521,962
521,553
522,612
524,552
526,571
527,597
529,741
531,794
532,767
533,736
533,642
535,573
536,611
536,831
537,572
537,765
538,805
539,564
541,986
543,899
543,966
543,927
544,630
544,758
544,909
545,898
546,866
546,797
547,978
548,561
548,664
548,783
549,677
550,978
550,818
552,967
560,777
560,618
562,763
563,856
563,607
564,707
565,579
566,672
566,742
570,628
570,906
571,595
571,781
573,752
576,624
576,610
578,668
579,631
579,807
580,645
581,739
582,689
582,981
583,929
583,749
585,764
585,847
590,875
591,933
592,965
592,601
595,810
597,688
597,974
599,813
601,675
604,628
604,614
605,884
606,963
606,814
614,898
614,670
617,839
617,651
617,859
618,943
619,637
621,727
622,781
625,944
626,871
627,997
629,928
629,812
633,740
634,672
635,972
638,785
640,727
641,868
643,729
644,850
644,759
646,740
647,826
649,752
650,762
650,780
653,782
654,768
654,966
654,780
655,700
656,950
658,869
660,678
667,877
670,841
670,735
671,754
674,967
676,960
676,858
677,973
679,788
679,980
682,694
683,789
685,698
686,940
687,727
688,999
690,937
692,846
693,821
694,984
694,893
695,903
696,762
696,718
699,927
703,709
704,729
705,838
706,882
708,876
709,992
709,998
711,865
711,749
712,892
716,993
716,722
716,979
717,770
718,891
718,751
720,914
721,928
723,928
723,828
723,846
727,869
728,890
730,946
730,916
731,932
732,743
733,787
734,883
735,841
737,793
742,743
747,981
748,808
749,865
749,968
750,756
752,906
753,764
754,798
755,994
757,994
758,890
758,909
760,843
761,997
761,829
763,871
768,780
769,951
770,977
772,864
778,852
778,863
779,817
782,889
783,895
784,790
789,844
791,821
792,975
795,835
796,906
797,811
801,873
806,931
808,846
810,819
810,854
816,965
821,991
823,983
825,861
825,878
826,952
829,938
830,942
831,896
831,970
831,908
832,893
833,848
836,967
842,984
843,997
844,986
849,946
858,915
862,993
866,934
867,913
867,999
876,945
880,972
885,920
885,907
891,940
900,971
904,941
905,947
908,955
910,911
914,918
926,954
927,956
934,988
936,953
942,971
944,954
947,968
978,979
993,997
